Setting,year,potato_area,first5_sum,last5_sum,growth,std_dev,cagr
Absheron district,2018,10.0,74.0,39.1,-34.9,6.91828933138296,0.0
Khizi district,2018,30.0,361.0,103.0,-258.0,21.68345224933694,-0.07494546423014625
Daghlig Shirvan economic region,2018,1528.0,7738.0,7264.3,-473.6999999999998,256.8716156728995,0.0028307853042126574
Aghsu district,2018,179.0,161.0,847.3,686.3,56.05012104215815,0.11175096703461929
Ismayilli district,2018,885.0,2919.0,4340.0,1421.0,143.15421906036374,0.03279020582565395
Gobustan district,2018,110.0,2056.0,412.0,-1644.0,169.29931794892445,-0.0665818210104483
Shamakhi district,2018,354.0,2602.0,1665.0,-937.0,144.88673737325533,-0.01479189934724312
Ganja-Dashkasan economic region,2018,2441.0,12673.0,9227.099999999999,-3445.9000000000015,586.7810500574484,-0.03211271378453018
Ganja city,2018,9.0,12.0,19.8,7.800000000000001,6.810964672209207,
Naftalan city,2018,1.0,0.0,14.3,14.3,1.0280676421924175,
Dashkasan district,2018,1200.0,6526.0,4040.5,-2485.5,277.7555610982694,-0.0526930422039904
Goranboy district,2018,435.0,1150.0,1950.9,800.9000000000001,119.94378687897746,0.037441135294205896
Goygol district,2018,551.0,4132.0,2209.5,-1922.5,238.17444187925108,-0.03379460634857323
Samukh district,2018,245.0,853.0,992.1,139.10000000000002,135.8712161319991,-0.007109823015474914
Karabakh economic region,2018,1512.0,8076.0,6014.799999999999,-2061.2000000000007,363.9634416861918,0.004040353335563296
Khankandi city,2018,,0.0,0.0,0.0,,
Aghjabadi district,2018,194.0,1091.0,681.4,-409.6,64.00553135064392,-0.02678765756649304
Aghdam district,2018,351.0,1402.0,1524.0,122.0,127.48409960529946,0.040286730120275616
Aghdara district,2018,,0.0,0.0,0.0,,
Barda district,2018,192.0,2838.0,613.4,-2224.6,183.51265248801892,-0.04377884749988181
Fuzuli district,2018,150.0,876.0,765.0,-111.0,39.54624883729744,0.026464735352740965
Khojaly district,2018,87.0,91.0,372.0,281.0,57.15467734890245,
Khojavand district,2018,27.0,40.0,108.8,68.8,11.635140361339445,
Shusha district,2018,24.0,42.0,17.7,-24.3,8.744576550503691,
Tartar district,2018,487.0,1696.0,1932.5,236.5,81.04205552978499,0.015106024446686517
Gazakh-Tovuz economic region,2018,26725.0,179201.0,121308.1,-57892.899999999994,4691.344385726668,-0.023275465575384846
Aghstafa district,2018,670.0,2756.0,3193.0,437.0,100.94907418946518,-0.012967272715881495
Gadabay district,2018,11810.0,63137.0,48784.8,-14352.199999999997,1344.2906635261133,-0.01839333526749809
Gazakh district,2018,1118.0,1520.0,6008.0,4488.0,395.0300277524317,0.06342482475414224
Shamkir district,2018,6499.0,25186.0,32773.0,7587.0,644.0338778896381,0.0236207780713813
Tovuz district,2018,6628.0,59295.0,30549.3,-28745.7,2710.332172483527,-0.033530500942342334
Guba-Khachmaz economic region,2018,4389.0,23790.0,21170.1,-2619.9000000000015,418.1001817876543,-0.002945167645045599
Khachmaz district,2018,669.0,6889.0,3158.0,-3731.0,355.8654687997389,-0.03675419818826664
Guba district,2018,1200.0,5813.0,6181.6,368.60000000000036,90.96290333212048,0.009185925899802161
Gusar district,2018,2343.0,10454.0,11148.0,694.0,135.1592458514416,0.0034232092720754004
Siyazan district,2018,39.0,147.0,120.0,-27.0,6.135546229654853,0.0
Shabran district,2018,138.0,487.0,562.5,75.5,16.71585585474228,0.024334877662685717
Lankaran-Astara economic region,2018,9907.0,34902.0,50132.2,15230.199999999997,1581.4596466968212,0.023235457703489892
Astara district,2018,1168.0,5499.0,4990.0,-509.0,235.54481526877217,0.0035370619339829545
Jalilabad district,2018,5000.0,13703.0,26670.0,12967.0,1018.5819631132832,0.038535582152920744
Lerik district,2018,1369.0,5860.0,7448.0,1588.0,137.8519934620072,0.01814640942006096
Lankaran district,2018,442.0,3717.0,2208.0,-1509.0,173.22327365637645,-0.011386587504994217
Masalli district,2018,1060.0,3802.0,4421.1,619.1000000000004,496.6623299404577,0.008045974601436745
Yardimli district,2018,868.0,2321.0,4395.1,2074.1000000000004,168.451379849464,0.025015319902638167
Central Aran economic region,2018,2238.0,11827.0,9476.4,-2350.6000000000004,612.8491882479995,-0.010532361911855137
Mingachevir city,2018,6.0,34.0,28.5,-5.5,2.465148377225827,
Agdash district,2018,222.0,1930.0,1153.7,-776.3,340.3242539225951,0.014451852533940102
Goychay district,2018,165.0,458.0,843.8,385.79999999999995,30.108942289577385,0.039129892012772505
Kurdamir district,2018,910.0,6531.0,4064.1,-2466.9,228.0173200499331,-0.04373529744759275
Ujar district,2018,410.0,1176.0,1696.0,520.0,73.6351045574623,0.028977056188677075
Yevlakh district,2018,324.0,853.0,648.7,-204.29999999999995,182.32310023810692,0.03132596170033364
Zardab district,2018,201.0,845.0,1041.6,196.5999999999999,60.26995069287629,0.02992067203624793
Mil-Mughan economic region,2018,2314.0,11275.0,11218.4,-56.600000000000364,352.88311763265887,0.008468211712182372
Beylagan district,2018,382.0,1323.0,1957.0,634.0,55.693974903751574,0.03891148223995078
Imishli district,2018,209.0,2904.0,642.3000000000001,-2261.7,204.81113246570376,-0.06725359206391779
Saatli district,2018,383.0,4185.0,1691.1,-2493.9,223.35762993784041,-0.021777642351066828
Sabirabad district,2018,1340.0,2863.0,6928.0,4065.0,336.06337555780215,0.04122733539776546
Shaki-Zagatala economic region,2018,4151.0,17254.0,19772.8,2518.7999999999993,676.6511144246891,0.019762676217289776
Balakan district,2018,580.0,3038.0,3064.0,26.0,119.92884363751652,0.008000484314280243
Gakh district,2018,330.0,1546.0,1567.3,21.299999999999955,100.32008979594599,0.00839468671141752
Gabala district,2018,632.0,3623.0,2192.0,-1431.0,269.5872012132086,-0.01033414623321438
Oghuz district,2018,297.0,1120.0,1520.0,400.0,58.22588447751056,0.037629829845909235
Shaki district,2018,753.0,2344.0,3444.5,1100.5,151.4076567832971,0.0318972928405703
Zagatala district,2018,1559.0,5583.0,7985.0,2402.0,205.97192717117713,0.03386872630202564
Eastern Zangazur economic,2018,36.0,21.0,279.1,258.1,27.623737660804363,0.08649739941785062
Jabrayil district,2018,30.0,0.0,160.3,160.3,3.450645212268625,
Kalbajar district,2018,1.0,0.0,23.0,23.0,15.556349186104045,
Gubadli district,2018,,21.0,75.0,54.0,23.691104753566144,0.059151001499132105
Lachin district,2018,1.0,0.0,1.0,1.0,1.4142135623730951,
Zangilan district,2018,4.0,0.0,19.8,19.8,1.1237691679598363,
Shirvan-Salyan economic region,2018,800.0,2875.0,3771.2,896.1999999999998,104.19579256575477,0.02323800615224214
Shirvan city,2018,5.0,0.0,19.0,19.0,1.3117119482928095,
Bilasuvar district,2018,208.0,1277.0,595.5,-681.5,79.01049634452815,-0.0172806833388206
Hajigabul district,2018,45.0,0.0,243.0,243.0,14.15119819154584,
Neftchala district,2018,122.0,556.0,694.7,138.70000000000005,21.713956892124557,0.014198493456781147
Salyan district,2018,420.0,1042.0,2219.0,1177.0,103.31420171187656,0.04516049743720818
Republic of Azerbaijan,2019,56921.0,290439.0,274248.9,-16190.099999999977,5572.840088111541,-0.0025863281535513094
Baku city,2019,9.0,39.0,53.0,14.0,10.375469257765674,-0.003474069133884039
Nakhchivan Autonomous Republic,2019,3228.0,7640.0,14409.3,6769.299999999999,735.8061216635373,-0.01651474743068726
Nakhchivan city,2019,32.0,0.0,148.0,148.0,7.338957290899509,
Babak district,2019,479.0,783.0,1962.0,1179.0,137.5217966913514,-0.0660521501446979
Julfa district,2019,279.0,911.0,617.3,-293.70000000000005,155.5032903678163,-0.09621168874855879
Kangarli district,2019,236.0,102.0,1051.0,949.0,58.03290808715889,
Ordubad district,2019,578.0,1589.0,2345.0,756.0,146.62670115894178,-0.12129621156178805
Sadarak district,2019,96.0,104.0,479.0,375.0,37.94253377892965,0.06758028254617932
Shahbuz district,2019,434.0,870.0,1772.0,902.0,131.51489142552134,-0.10087586348634048
Sharur district,2019,1094.0,3281.0,6035.0,2754.0,249.00322665390897,0.004355470746362
Absheron-Khizi economic region,2019,35.0,435.0,152.1,-282.9,24.751547675223073,-0.053319511933663355
Sumgayit city,2019,2.0,0.0,10.0,10.0,5.6556987282364295,
Absheron district,2019,9.0,74.0,39.1,-34.9,6.91828933138296,0.0
Khizi district,2019,24.0,361.0,103.0,-258.0,21.68345224933694,-0.07494546423014625
Daghlig Shirvan economic region,2019,1531.0,7738.0,7264.3,-473.6999999999998,256.8716156728995,0.0028307853042126574
Aghsu district,2019,167.0,161.0,847.3,686.3,56.05012104215815,0.11175096703461929
Ismayilli district,2019,935.0,2919.0,4340.0,1421.0,143.15421906036374,0.03279020582565395
Gobustan district,2019,107.0,2056.0,412.0,-1644.0,169.29931794892445,-0.0665818210104483
Shamakhi district,2019,322.0,2602.0,1665.0,-937.0,144.88673737325533,-0.01479189934724312
Ganja-Dashkasan economic region,2019,2461.0,12673.0,9227.099999999999,-3445.9000000000015,586.7810500574484,-0.03211271378453018
Ganja city,2019,10.0,12.0,19.8,7.800000000000001,6.810964672209207,
Naftalan city,2019,2.0,0.0,14.3,14.3,1.0280676421924175,
Dashkasan district,2019,1122.0,6526.0,4040.5,-2485.5,277.7555610982694,-0.0526930422039904
Goranboy district,2019,471.0,1150.0,1950.9,800.9000000000001,119.94378687897746,0.037441135294205896
Goygol district,2019,522.0,4132.0,2209.5,-1922.5,238.17444187925108,-0.03379460634857323
Samukh district,2019,334.0,853.0,992.1,139.10000000000002,135.8712161319991,-0.007109823015474914
Karabakh economic region,2019,1432.0,8076.0,6014.799999999999,-2061.2000000000007,363.9634416861918,0.004040353335563296
Khankandi city,2019,,0.0,0.0,0.0,,
Aghjabadi district,2019,245.0,1091.0,681.4,-409.6,64.00553135064392,-0.02678765756649304
Aghdam district,2019,373.0,1402.0,1524.0,122.0,127.48409960529946,0.040286730120275616
Aghdara district,2019,,0.0,0.0,0.0,,
Barda district,2019,145.0,2838.0,613.4,-2224.6,183.51265248801892,-0.04377884749988181
Fuzuli district,2019,151.0,876.0,765.0,-111.0,39.54624883729744,0.026464735352740965
Khojaly district,2019,84.0,91.0,372.0,281.0,57.15467734890245,
Khojavand district,2019,28.0,40.0,108.8,68.8,11.635140361339445,
Shusha district,2019,6.0,42.0,17.7,-24.3,8.744576550503691,
Tartar district,2019,400.0,1696.0,1932.5,236.5,81.04205552978499,0.015106024446686517
Gazakh-Tovuz economic region,2019,25216.0,179201.0,121308.1,-57892.899999999994,4691.344385726668,-0.023275465575384846
Aghstafa district,2019,670.0,2756.0,3193.0,437.0,100.94907418946518,-0.012967272715881495
Gadabay district,2019,10377.0,63137.0,48784.8,-14352.199999999997,1344.2906635261133,-0.01839333526749809
Gazakh district,2019,1320.0,1520.0,6008.0,4488.0,395.0300277524317,0.06342482475414224
Shamkir district,2019,6512.0,25186.0,32773.0,7587.0,644.0338778896381,0.0236207780713813
Tovuz district,2019,6337.0,59295.0,30549.3,-28745.7,2710.332172483527,-0.033530500942342334
Guba-Khachmaz economic region,2019,4361.0,23790.0,21170.1,-2619.9000000000015,418.1001817876543,-0.002945167645045599
Khachmaz district,2019,669.0,6889.0,3158.0,-3731.0,355.8654687997389,-0.03675419818826664
Guba district,2019,1205.0,5813.0,6181.6,368.60000000000036,90.96290333212048,0.009185925899802161
Gusar district,2019,2346.0,10454.0,11148.0,694.0,135.1592458514416,0.0034232092720754004
Siyazan district,2019,28.0,147.0,120.0,-27.0,6.135546229654853,0.0
Shabran district,2019,113.0,487.0,562.5,75.5,16.71585585474228,0.024334877662685717
Lankaran-Astara economic region,2019,9667.0,34902.0,50132.2,15230.199999999997,1581.4596466968212,0.023235457703489892
Astara district,2019,1099.0,5499.0,4990.0,-509.0,235.54481526877217,0.0035370619339829545
Jalilabad district,2019,5000.0,13703.0,26670.0,12967.0,1018.5819631132832,0.038535582152920744
Lerik district,2019,1422.0,5860.0,7448.0,1588.0,137.8519934620072,0.01814640942006096
Lankaran district,2019,426.0,3717.0,2208.0,-1509.0,173.22327365637645,-0.011386587504994217
Masalli district,2019,844.0,3802.0,4421.1,619.1000000000004,496.6623299404577,0.008045974601436745
Yardimli district,2019,876.0,2321.0,4395.1,2074.1000000000004,168.451379849464,0.025015319902638167
Central Aran economic region,2019,1996.0,11827.0,9476.4,-2350.6000000000004,612.8491882479995,-0.010532361911855137
Mingachevir city,2019,6.0,34.0,28.5,-5.5,2.465148377225827,
Agdash district,2019,202.0,1930.0,1153.7,-776.3,340.3242539225951,0.014451852533940102
Goychay district,2019,156.0,458.0,843.8,385.79999999999995,30.108942289577385,0.039129892012772505
Kurdamir district,2019,915.0,6531.0,4064.1,-2466.9,228.0173200499331,-0.04373529744759275
Ujar district,2019,411.0,1176.0,1696.0,520.0,73.6351045574623,0.028977056188677075
Yevlakh district,2019,101.0,853.0,648.7,-204.29999999999995,182.32310023810692,0.03132596170033364
Zardab district,2019,205.0,845.0,1041.6,196.5999999999999,60.26995069287629,0.02992067203624793
Mil-Mughan economic region,2019,2232.0,11275.0,11218.4,-56.600000000000364,352.88311763265887,0.008468211712182372
Beylagan district,2019,385.0,1323.0,1957.0,634.0,55.693974903751574,0.03891148223995078
Imishli district,2019,177.0,2904.0,642.3000000000001,-2261.7,204.81113246570376,-0.06725359206391779
Saatli district,2019,308.0,4185.0,1691.1,-2493.9,223.35762993784041,-0.021777642351066828
Sabirabad district,2019,1362.0,2863.0,6928.0,4065.0,336.06337555780215,0.04122733539776546
Shaki-Zagatala economic region,2019,4008.0,17254.0,19772.8,2518.7999999999993,676.6511144246891,0.019762676217289776
Balakan district,2019,597.0,3038.0,3064.0,26.0,119.92884363751652,0.008000484314280243
Gakh district,2019,321.0,1546.0,1567.3,21.299999999999955,100.32008979594599,0.00839468671141752
Gabala district,2019,520.0,3623.0,2192.0,-1431.0,269.5872012132086,-0.01033414623321438
Oghuz district,2019,288.0,1120.0,1520.0,400.0,58.22588447751056,0.037629829845909235
Shaki district,2019,715.0,2344.0,3444.5,1100.5,151.4076567832971,0.0318972928405703
Zagatala district,2019,1567.0,5583.0,7985.0,2402.0,205.97192717117713,0.03386872630202564
Eastern Zangazur economic,2019,35.0,21.0,279.1,258.1,27.623737660804363,0.08649739941785062
Jabrayil district,2019,31.0,0.0,160.3,160.3,3.450645212268625,
Kalbajar district,2019,,0.0,23.0,23.0,15.556349186104045,
Gubadli district,2019,,21.0,75.0,54.0,23.691104753566144,0.059151001499132105
Lachin district,2019,,0.0,1.0,1.0,1.4142135623730951,
Zangilan district,2019,4.0,0.0,19.8,19.8,1.1237691679598363,
Shirvan-Salyan economic region,2019,710.0,2875.0,3771.2,896.1999999999998,104.19579256575477,0.02323800615224214
Shirvan city,2019,5.0,0.0,19.0,19.0,1.3117119482928095,
Bilasuvar district,2019,132.0,1277.0,595.5,-681.5,79.01049634452815,-0.0172806833388206
Hajigabul district,2019,46.0,0.0,243.0,243.0,14.15119819154584,
Neftchala district,2019,114.0,556.0,694.7,138.70000000000005,21.713956892124557,0.014198493456781147
Salyan district,2019,413.0,1042.0,2219.0,1177.0,103.31420171187656,0.04516049743720818
Republic of Azerbaijan,2020,56988.0,290439.0,274248.9,-16190.099999999977,5572.840088111541,-0.0025863281535513094
Baku city,2020,8.0,39.0,53.0,14.0,10.375469257765674,-0.003474069133884039
Nakhchivan Autonomous Republic,2020,3241.0,7640.0,14409.3,6769.299999999999,735.8061216635373,-0.01651474743068726
Nakhchivan city,2020,34.0,0.0,148.0,148.0,7.338957290899509,
Babak district,2020,480.0,783.0,1962.0,1179.0,137.5217966913514,-0.0660521501446979
Julfa district,2020,16.0,911.0,617.3,-293.70000000000005,155.5032903678163,-0.09621168874855879
Kangarli district,2020,240.0,102.0,1051.0,949.0,58.03290808715889,
Ordubad district,2020,580.0,1589.0,2345.0,756.0,146.62670115894178,-0.12129621156178805
Sadarak district,2020,101.0,104.0,479.0,375.0,37.94253377892965,0.06758028254617932
Shahbuz district,2020,440.0,870.0,1772.0,902.0,131.51489142552134,-0.10087586348634048
Sharur district,2020,1350.0,3281.0,6035.0,2754.0,249.00322665390897,0.004355470746362
Absheron-Khizi economic region,2020,36.2,435.0,152.1,-282.9,24.751547675223073,-0.053319511933663355
Sumgayit city,2020,2.0,0.0,10.0,10.0,5.6556987282364295,
Absheron district,2020,7.2,74.0,39.1,-34.9,6.91828933138296,0.0
Khizi district,2020,27.0,361.0,103.0,-258.0,21.68345224933694,-0.07494546423014625
Daghlig Shirvan economic region,2020,1544.3,7738.0,7264.3,-473.6999999999998,256.8716156728995,0.0028307853042126574
Aghsu district,2020,172.3,161.0,847.3,686.3,56.05012104215815,0.11175096703461929
Ismayilli district,2020,970.0,2919.0,4340.0,1421.0,143.15421906036374,0.03279020582565395
Gobustan district,2020,76.0,2056.0,412.0,-1644.0,169.29931794892445,-0.0665818210104483
Shamakhi district,2020,326.0,2602.0,1665.0,-937.0,144.88673737325533,-0.01479189934724312
Ganja-Dashkasan economic region,2020,2284.3,12673.0,9227.099999999999,-3445.9000000000015,586.7810500574484,-0.03211271378453018
Ganja city,2020,9.8,12.0,19.8,7.800000000000001,6.810964672209207,
Naftalan city,2020,2.5,0.0,14.3,14.3,1.0280676421924175,
Dashkasan district,2020,1110.0,6526.0,4040.5,-2485.5,277.7555610982694,-0.0526930422039904
Goranboy district,2020,474.0,1150.0,1950.9,800.9000000000001,119.94378687897746,0.037441135294205896
Goygol district,2020,505.5,4132.0,2209.5,-1922.5,238.17444187925108,-0.03379460634857323
Samukh district,2020,182.5,853.0,992.1,139.10000000000002,135.8712161319991,-0.007109823015474914
Karabakh economic region,2020,1268.3,8076.0,6014.799999999999,-2061.2000000000007,363.9634416861918,0.004040353335563296
Khankandi city,2020,,0.0,0.0,0.0,,
Aghjabadi district,2020,154.5,1091.0,681.4,-409.6,64.00553135064392,-0.02678765756649304
Aghdam district,2020,340.0,1402.0,1524.0,122.0,127.48409960529946,0.040286730120275616
Aghdara district,2020,,0.0,0.0,0.0,,
Barda district,2020,125.0,2838.0,613.4,-2224.6,183.51265248801892,-0.04377884749988181
Fuzuli district,2020,152.0,876.0,765.0,-111.0,39.54624883729744,0.026464735352740965
Khojaly district,2020,85.0,91.0,372.0,281.0,57.15467734890245,
Khojavand district,2020,30.3,40.0,108.8,68.8,11.635140361339445,
Shusha district,2020,5.0,42.0,17.7,-24.3,8.744576550503691,
Tartar district,2020,376.5,1696.0,1932.5,236.5,81.04205552978499,0.015106024446686517
Gazakh-Tovuz economic region,2020,25432.0,179201.0,121308.1,-57892.899999999994,4691.344385726668,-0.023275465575384846
Aghstafa district,2020,697.5,2756.0,3193.0,437.0,100.94907418946518,-0.012967272715881495
Gadabay district,2020,10400.8,63137.0,48784.8,-14352.199999999997,1344.2906635261133,-0.01839333526749809
Gazakh district,2020,1051.0,1520.0,6008.0,4488.0,395.0300277524317,0.06342482475414224
Shamkir district,2020,6534.0,25186.0,32773.0,7587.0,644.0338778896381,0.0236207780713813
Tovuz district,2020,6748.7,59295.0,30549.3,-28745.7,2710.332172483527,-0.033530500942342334
Guba-Khachmaz economic region,2020,4384.6,23790.0,21170.1,-2619.9000000000015,418.1001817876543,-0.002945167645045599
Khachmaz district,2020,671.0,6889.0,3158.0,-3731.0,355.8654687997389,-0.03675419818826664
Guba district,2020,1219.6,5813.0,6181.6,368.60000000000036,90.96290333212048,0.009185925899802161
Gusar district,2020,2357.0,10454.0,11148.0,694.0,135.1592458514416,0.0034232092720754004
Siyazan district,2020,24.0,147.0,120.0,-27.0,6.135546229654853,0.0
Shabran district,2020,113.0,487.0,562.5,75.5,16.71585585474228,0.024334877662685717
Lankaran-Astara economic region,2020,10038.4,34902.0,50132.2,15230.199999999997,1581.4596466968212,0.023235457703489892
Astara district,2020,1034.0,5499.0,4990.0,-509.0,235.54481526877217,0.0035370619339829545
Jalilabad district,2020,5320.0,13703.0,26670.0,12967.0,1018.5819631132832,0.038535582152920744
Lerik district,2020,1446.0,5860.0,7448.0,1588.0,137.8519934620072,0.01814640942006096
Lankaran district,2020,466.0,3717.0,2208.0,-1509.0,173.22327365637645,-0.011386587504994217
Masalli district,2020,880.5,3802.0,4421.1,619.1000000000004,496.6623299404577,0.008045974601436745
Yardimli district,2020,891.9,2321.0,4395.1,2074.1000000000004,168.451379849464,0.025015319902638167
Central Aran economic region,2020,1923.5,11827.0,9476.4,-2350.6000000000004,612.8491882479995,-0.010532361911855137
Mingachevir city,2020,6.2,34.0,28.5,-5.5,2.465148377225827,
Agdash district,2020,214.0,1930.0,1153.7,-776.3,340.3242539225951,0.014451852533940102
Goychay district,2020,153.8,458.0,843.8,385.79999999999995,30.108942289577385,0.039129892012772505
Kurdamir district,2020,895.0,6531.0,4064.1,-2466.9,228.0173200499331,-0.04373529744759275
Ujar district,2020,315.0,1176.0,1696.0,520.0,73.6351045574623,0.028977056188677075
Yevlakh district,2020,133.5,853.0,648.7,-204.29999999999995,182.32310023810692,0.03132596170033364
Zardab district,2020,206.0,845.0,1041.6,196.5999999999999,60.26995069287629,0.02992067203624793
Mil-Mughan economic region,2020,2187.2,11275.0,11218.4,-56.600000000000364,352.88311763265887,0.008468211712182372
Beylagan district,2020,390.0,1323.0,1957.0,634.0,55.693974903751574,0.03891148223995078
Imishli district,2020,114.2,2904.0,642.3000000000001,-2261.7,204.81113246570376,-0.06725359206391779
Saatli district,2020,309.0,4185.0,1691.1,-2493.9,223.35762993784041,-0.021777642351066828
Sabirabad district,2020,1374.0,2863.0,6928.0,4065.0,336.06337555780215,0.04122733539776546
Shaki-Zagatala economic region,2020,3900.0,17254.0,19772.8,2518.7999999999993,676.6511144246891,0.019762676217289776
Balakan district,2020,607.0,3038.0,3064.0,26.0,119.92884363751652,0.008000484314280243
Gakh district,2020,322.0,1546.0,1567.3,21.299999999999955,100.32008979594599,0.00839468671141752
Gabala district,2020,408.0,3623.0,2192.0,-1431.0,269.5872012132086,-0.01033414623321438
Oghuz district,2020,293.0,1120.0,1520.0,400.0,58.22588447751056,0.037629829845909235
Shaki district,2020,686.0,2344.0,3444.5,1100.5,151.4076567832971,0.0318972928405703
Zagatala district,2020,1584.0,5583.0,7985.0,2402.0,205.97192717117713,0.03386872630202564
Eastern Zangazur economic,2020,36.6,21.0,279.1,258.1,27.623737660804363,0.08649739941785062
Jabrayil district,2020,31.6,0.0,160.3,160.3,3.450645212268625,
Kalbajar district,2020,,0.0,23.0,23.0,15.556349186104045,
Gubadli district,2020,,21.0,75.0,54.0,23.691104753566144,0.059151001499132105
Lachin district,2020,1.0,0.0,1.0,1.0,1.4142135623730951,
Zangilan district,2020,4.0,0.0,19.8,19.8,1.1237691679598363,
Shirvan-Salyan economic region,2020,703.6,2875.0,3771.2,896.1999999999998,104.19579256575477,0.02323800615224214
Shirvan city,2020,5.0,0.0,19.0,19.0,1.3117119482928095,
Bilasuvar district,2020,90.2,1277.0,595.5,-681.5,79.01049634452815,-0.0172806833388206
Hajigabul district,2020,40.0,0.0,243.0,243.0,14.15119819154584,
Neftchala district,2020,140.4,556.0,694.7,138.70000000000005,21.713956892124557,0.014198493456781147
Salyan district,2020,428.0,1042.0,2219.0,1177.0,103.31420171187656,0.04516049743720818
Republic of Azerbaijan,2021,56103.7,290439.0,274248.9,-16190.099999999977,5572.840088111541,-0.0025863281535513094
Baku city,2021,12.0,39.0,53.0,14.0,10.375469257765674,-0.003474069133884039
Nakhchivan Autonomous Republic,2021,3470.0,7640.0,14409.3,6769.299999999999,735.8061216635373,-0.01651474743068726
Nakhchivan city,2021,35.0,0.0,148.0,148.0,7.338957290899509,
Babak district,2021,487.0,783.0,1962.0,1179.0,137.5217966913514,-0.0660521501446979
Julfa district,2021,154.0,911.0,617.3,-293.70000000000005,155.5032903678163,-0.09621168874855879
Kangarli district,2021,274.0,102.0,1051.0,949.0,58.03290808715889,
Ordubad district,2021,586.0,1589.0,2345.0,756.0,146.62670115894178,-0.12129621156178805
Sadarak district,2021,118.0,104.0,479.0,375.0,37.94253377892965,0.06758028254617932
Shahbuz district,2021,442.0,870.0,1772.0,902.0,131.51489142552134,-0.10087586348634048
Sharur district,2021,1374.0,3281.0,6035.0,2754.0,249.00322665390897,0.004355470746362
Absheron-Khizi economic region,2021,35.5,435.0,152.1,-282.9,24.751547675223073,-0.053319511933663355
Sumgayit city,2021,2.0,0.0,10.0,10.0,5.6556987282364295,
Absheron district,2021,8.5,74.0,39.1,-34.9,6.91828933138296,0.0
Khizi district,2021,25.0,361.0,103.0,-258.0,21.68345224933694,-0.07494546423014625
Daghlig Shirvan economic region,2021,1551.5,7738.0,7264.3,-473.6999999999998,256.8716156728995,0.0028307853042126574
Aghsu district,2021,167.5,161.0,847.3,686.3,56.05012104215815,0.11175096703461929
Ismayilli district,2021,976.0,2919.0,4340.0,1421.0,143.15421906036374,0.03279020582565395
Gobustan district,2021,70.0,2056.0,412.0,-1644.0,169.29931794892445,-0.0665818210104483
Shamakhi district,2021,338.0,2602.0,1665.0,-937.0,144.88673737325533,-0.01479189934724312
Ganja-Dashkasan economic region,2021,2076.6,12673.0,9227.099999999999,-3445.9000000000015,586.7810500574484,-0.03211271378453018
Ganja city,2021,,12.0,19.8,7.800000000000001,6.810964672209207,
Naftalan city,2021,3.0,0.0,14.3,14.3,1.0280676421924175,
Dashkasan district,2021,965.0,6526.0,4040.5,-2485.5,277.7555610982694,-0.0526930422039904
Goranboy district,2021,475.0,1150.0,1950.9,800.9000000000001,119.94378687897746,0.037441135294205896
Goygol district,2021,471.0,4132.0,2209.5,-1922.5,238.17444187925108,-0.03379460634857323
Samukh district,2021,162.6,853.0,992.1,139.10000000000002,135.8712161319991,-0.007109823015474914
Karabakh economic region,2021,1168.7,8076.0,6014.799999999999,-2061.2000000000007,363.9634416861918,0.004040353335563296
Khankandi city,2021,,0.0,0.0,0.0,,
Aghjabadi district,2021,86.8,1091.0,681.4,-409.6,64.00553135064392,-0.02678765756649304
Aghdam district,2021,294.0,1402.0,1524.0,122.0,127.48409960529946,0.040286730120275616
Aghdara district,2021,,0.0,0.0,0.0,,
Barda district,2021,122.0,2838.0,613.4,-2224.6,183.51265248801892,-0.04377884749988181
Fuzuli district,2021,153.0,876.0,765.0,-111.0,39.54624883729744,0.026464735352740965
Khojaly district,2021,67.0,91.0,372.0,281.0,57.15467734890245,
Khojavand district,2021,30.9,40.0,108.8,68.8,11.635140361339445,
Shusha district,2021,2.0,42.0,17.7,-24.3,8.744576550503691,
Tartar district,2021,413.0,1696.0,1932.5,236.5,81.04205552978499,0.015106024446686517
Gazakh-Tovuz economic region,2021,24631.4,179201.0,121308.1,-57892.899999999994,4691.344385726668,-0.023275465575384846
Aghstafa district,2021,713.0,2756.0,3193.0,437.0,100.94907418946518,-0.012967272715881495
Gadabay district,2021,10044.1,63137.0,48784.8,-14352.199999999997,1344.2906635261133,-0.01839333526749809
Gazakh district,2021,1067.0,1520.0,6008.0,4488.0,395.0300277524317,0.06342482475414224
Shamkir district,2021,6562.0,25186.0,32773.0,7587.0,644.0338778896381,0.0236207780713813
Tovuz district,2021,6245.3,59295.0,30549.3,-28745.7,2710.332172483527,-0.033530500942342334
Guba-Khachmaz economic region,2021,4216.5,23790.0,21170.1,-2619.9000000000015,418.1001817876543,-0.002945167645045599
Khachmaz district,2021,655.0,6889.0,3158.0,-3731.0,355.8654687997389,-0.03675419818826664
Guba district,2021,1231.0,5813.0,6181.6,368.60000000000036,90.96290333212048,0.009185925899802161
Gusar district,2021,2194.0,10454.0,11148.0,694.0,135.1592458514416,0.0034232092720754004
Siyazan district,2021,25.0,147.0,120.0,-27.0,6.135546229654853,0.0
Shabran district,2021,111.5,487.0,562.5,75.5,16.71585585474228,0.024334877662685717
Lankaran-Astara economic region,2021,10087.1,34902.0,50132.2,15230.199999999997,1581.4596466968212,0.023235457703489892
