Setting,year,tomato_yield,first5_sum,last5_sum,growth,std_dev,cagr
Ismayilli district,2018,90.0,435.0,470.5,35.5,4.5890997980564485,0.010561387680565248
Gobustan district,2018,49.0,151.0,270.6,119.60000000000002,10.145203050089052,0.03011297623823128
Shamakhi district,2018,73.0,682.0,381.29999999999995,-300.70000000000005,29.695402647645594,-0.04097739969392322
Ganja-Dashkasan economic  region,2018,107.0,0.0,791.1,791.1,40.11282723881364,
Ganja city,2018,60.0,252.0,129.3,-122.69999999999999,19.04408419581112,
Naftalan city,2018,95.0,0.0,460.9,460.9,9.578929869035342,
Goranboy district,2018,77.0,248.0,621.8,373.79999999999995,31.46784302947274,0.13071415682130283
Goygol district,2018,131.0,271.0,607.5,336.5,26.130882598226925,0.03767045017872661
Samukh district,2018,194.0,563.0,1429.0,866.0,79.9324443025103,0.03773442626007362
Karabakh economic region,2018,148.0,0.0,822.3,822.3,18.996803558876564,
Khankandi city,2018,,0.0,0.0,0.0,,
Aghjabadi district,2018,99.0,512.0,692.0,180.0,20.875967390584652,0.025910573387462943
Aghdam district,2018,209.0,546.0,1029.3,483.29999999999995,42.587888451455576,0.04845312301712679
Aghdara district,2018,,0.0,0.0,0.0,,
Barda district,2018,156.0,726.0,1103.0,377.0,58.42945703389141,0.019932380785408377
Fuzuli district,2018,80.0,350.0,441.1,91.10000000000002,14.248899652406422,0.06299887045442554
Khojaly district,2018,72.0,121.0,348.0,227.0,10.41107468950618,
Khojavand district,2018,93.0,94.0,487.6,393.6,26.360668468482796,
Shusha district,2018,92.0,0.0,57.4,57.4,15.768899194876662,
Tartar district,2018,129.0,603.0,685.6999999999999,82.69999999999993,17.85476380632659,0.01389837075345901
Gazakh-Tovuz economic region,2018,161.0,0.0,1344.2,1344.2,44.496298109556776,
Aghstafa district,2018,308.0,728.0,1405.5,677.5,88.44183782314924,0.023442961043319777
Gadabay district,2018,127.0,0.0,647.8,647.8,12.064697388534992,
Gazakh district,2018,266.0,1232.0,1180.6,-51.40000000000009,20.05039303528899,-0.001773295177844414
Shamkir district,2018,120.0,1364.0,1362.6,-1.400000000000091,62.32017085705216,0.016796225319891
Tovuz district,2018,192.0,570.0,1409.0,839.0,82.92740626683634,0.05241372948127032
Guba-Khachmaz economic region,2018,204.0,1144.0,1137.9,-6.099999999999909,15.203383848169546,-0.001066435688340639
Khachmaz district,2018,255.0,1345.0,1518.1,173.0999999999999,26.724373814873594,0.007257566595225473
Guba district,2018,107.0,477.0,537.0,60.0,5.320673380070544,0.0073932023672460545
Gusar district,2018,164.0,898.0,799.0,-99.0,19.5491502465534,0.0035130215951439947
Siyazan district,2018,138.0,387.0,475.0,88.0,42.07334865050162,0.0016422308118539952
Shabran district,2018,103.0,353.0,552.7,199.70000000000005,16.97735864384502,0.02984271805362737
Lankaran-Astara economic region,2018,219.0,1357.0,1228.5,-128.5,23.93543814671798,-0.00277863079268148
Astara district,2018,150.0,1149.0,829.3,-319.70000000000005,31.60380383223935,-0.01648755376527966
Jalilabad district,2018,160.0,537.0,958.6999999999999,421.69999999999993,44.13828381151772,-0.0026588811038045224
Lerik district,2018,128.0,996.0,660.1,-335.9,44.3424468267112,0.011132915565281953
Lankaran district,2018,223.0,1474.0,1263.6,-210.4000000000001,36.08587181886474,-0.006406527356614067
Masalli district,2018,298.0,1474.0,1577.8000000000002,103.80000000000018,20.765737876733816,0.011405282369842507
Yardimli district,2018,127.0,1286.0,606.1999999999999,-679.8000000000001,53.34955278733548,-0.03612610498710078
Central Aran economic region,2018,131.0,0.0,742.0999999999999,742.0999999999999,12.51697756140544,
Mingachevir city,2018,59.0,752.0,318.1,-433.9,66.14969505445283,-0.0346435189922778
Agdash district,2018,210.0,713.0,1352.1,639.0999999999999,51.60195883682229,0.03710886808732239
Goychay district,2018,285.0,1210.0,2971.9,1761.9,160.30795900707642,0.025369431220553018
Kurdamir district,2018,111.0,295.0,611.5999999999999,316.5999999999999,24.454149643416528,0.038166068293221
Ujar district,2018,90.0,369.0,493.5,124.5,12.095285193538988,0.030863627283703732
Yevlakh district,2018,212.0,513.0,716.4,203.39999999999998,28.11863067975302,-0.0029642431799716817
Zardab district,2018,224.0,884.0,1184.0,300.0,91.63430944066019,-0.025827985492637096
Mil-Mughan economic region,2018,173.0,0.0,910.7,910.7,25.109791643174507,
Beylagan district,2018,271.0,433.0,1293.8000000000002,860.8000000000002,73.37828875675397,0.047012144496292096
Imishli district,2018,94.0,604.0,473.49999999999994,-130.50000000000006,10.713826059843408,-0.01278926641688638
Saatli district,2018,96.0,297.0,1010.1999999999999,713.1999999999999,58.60385739394017,0.06017743419125421
Sabirabad district,2018,163.0,433.0,775.4,342.4,30.351100068404747,0.027394605319649212
Shaki-Zagatala economic region,2018,149.0,594.0,800.8,206.79999999999995,16.324079750789778,0.011554221884615412
Balakan district,2018,112.0,594.0,765.6,171.60000000000002,35.52995878149161,-0.004380634183945853
Gakh district,2018,91.0,461.0,459.2,-1.8000000000000114,2.740398257315103,-0.0033247854398426036
Gabala district,2018,116.0,271.0,503.29999999999995,232.29999999999995,23.183764543442837,0.027538803897294573
Oghuz district,2018,99.0,426.0,469.9,43.89999999999998,7.0063622743075875,0.006820811732949128
Shaki district,2018,313.0,1282.0,1579.5,297.5,29.54753692621091,0.016883337330774406
Zagatala district,2018,133.0,644.0,670.7,26.700000000000045,6.493127637875228,-0.0017410141329666784
Eastern Zangazur economic region,2018,160.0,0.0,853.5999999999999,853.5999999999999,43.712305373037026,
Jabrayil district,2018,168.0,0.0,874.9000000000001,874.9000000000001,21.65430576890733,
Kalbajar district,2018,40.0,0.0,0.0,0.0,,
Gubadli district,2018,,0.0,25.0,25.0,11.950339160902757,
Lachin district,2018,29.0,0.0,39.5,39.5,27.440896081902604,
Zangilan district,2018,121.0,0.0,624.4999999999999,624.4999999999999,65.12553262738048,
Shirvan-Salyan economic region,2018,295.0,0.0,1951.9,1951.9,70.71770383972911,
Shirvan city,2018,21.0,249.0,282.4,33.39999999999998,43.45580380177049,-0.03991315615636204
Bilasuvar district,2018,443.0,500.0,2868.7,2368.7,193.16239464896304,0.070315914610523
Hajigabul district,2018,128.0,1159.0,710.3,-448.70000000000005,57.04050032683998,0.002490501967909786
Neftchala district,2018,124.0,420.0,489.0,69.0,17.389258303557,0.005195559799163085
Salyan district,2018,188.0,223.0,1041.3,818.3,65.91491097718661,0.05846867002797751
Republic of Azerbaijan,2019,195.0,876.0,1041.1,165.0999999999999,17.403722219727864,0.007795015876115308
Baku city,2019,84.0,554.0,515.5,-38.5,84.00426738211458,-0.003411566427565571
Nakhchivan Autonomous Republic,2019,142.0,441.0,719.1,278.1,21.799889891358678,0.020375981353123906
Nakhchivan city,2019,107.0,0.0,528.1,528.1,17.019198117865702,
Babak district,2019,120.0,348.0,617.8,269.79999999999995,23.25972291634033,0.00897917051198105
Julfa district,2019,219.0,774.0,775.5999999999999,1.599999999999909,62.68322187274539,-0.008079615869752033
Kangarli district,2019,154.0,91.0,753.0,662.0,23.44216848241422,
Ordubad district,2019,85.0,268.0,460.1,192.10000000000002,14.496565685246512,0.038108238179025644
Sadarak district,2019,94.0,728.0,494.29999999999995,-233.70000000000005,20.464684586315794,-0.022721805475765744
Shahbuz district,2019,135.0,447.0,693.8,246.79999999999995,60.32643747123656,0.07510059492203958
Sharur district,2019,197.0,559.0,941.0,382.0,35.31752756951127,0.02178663200781683
Absheron-Khizi economic region,2019,97.0,440.0,568.0,128.0,24.645449649089322,0.03621920543979029
Sumgayit city,2019,81.0,175.0,403.3,228.3,29.229578217169387,0.04555866865803404
Absheron district,2019,146.0,563.0,711.5999999999999,148.5999999999999,36.42835633030313,0.03527573740476542
Khizi district,2019,79.0,307.0,452.4,145.39999999999998,22.092471994789985,0.021001660224805763
Daghlig Shirvan economic region,2019,88.0,409.0,465.7,56.69999999999999,8.344683936495139,-0.0003181398526803658
Aghsu district,2019,99.0,311.0,551.5,240.5,19.618003691522226,0.03368610446934528
Ismayilli district,2019,91.0,435.0,470.5,35.5,4.5890997980564485,0.010561387680565248
Gobustan district,2019,50.0,151.0,270.6,119.60000000000002,10.145203050089052,0.03011297623823128
Shamakhi district,2019,76.0,682.0,381.29999999999995,-300.70000000000005,29.695402647645594,-0.04097739969392322
Ganja-Dashkasan economic  region,2019,126.0,0.0,791.1,791.1,40.11282723881364,
Ganja city,2019,65.0,252.0,129.3,-122.69999999999999,19.04408419581112,
Naftalan city,2019,95.0,0.0,460.9,460.9,9.578929869035342,
Goranboy district,2019,100.0,248.0,621.8,373.79999999999995,31.46784302947274,0.13071415682130283
Goygol district,2019,121.0,271.0,607.5,336.5,26.130882598226925,0.03767045017872661
Samukh district,2019,221.0,563.0,1429.0,866.0,79.9324443025103,0.03773442626007362
Karabakh economic region,2019,148.0,0.0,822.3,822.3,18.996803558876564,
Khankandi city,2019,,0.0,0.0,0.0,,
Aghjabadi district,2019,104.0,512.0,692.0,180.0,20.875967390584652,0.025910573387462943
Aghdam district,2019,213.0,546.0,1029.3,483.29999999999995,42.587888451455576,0.04845312301712679
Aghdara district,2019,,0.0,0.0,0.0,,
Barda district,2019,162.0,726.0,1103.0,377.0,58.42945703389141,0.019932380785408377
Fuzuli district,2019,89.0,350.0,441.1,91.10000000000002,14.248899652406422,0.06299887045442554
Khojaly district,2019,68.0,121.0,348.0,227.0,10.41107468950618,
Khojavand district,2019,93.0,94.0,487.6,393.6,26.360668468482796,
Shusha district,2019,,0.0,57.4,57.4,15.768899194876662,
Tartar district,2019,129.0,603.0,685.6999999999999,82.69999999999993,17.85476380632659,0.01389837075345901
Gazakh-Tovuz economic region,2019,213.0,0.0,1344.2,1344.2,44.496298109556776,
Aghstafa district,2019,311.0,728.0,1405.5,677.5,88.44183782314924,0.023442961043319777
Gadabay district,2019,128.0,0.0,647.8,647.8,12.064697388534992,
Gazakh district,2019,229.0,1232.0,1180.6,-51.40000000000009,20.05039303528899,-0.001773295177844414
Shamkir district,2019,198.0,1364.0,1362.6,-1.400000000000091,62.32017085705216,0.016796225319891
Tovuz district,2019,214.0,570.0,1409.0,839.0,82.92740626683634,0.05241372948127032
Guba-Khachmaz economic region,2019,218.0,1144.0,1137.9,-6.099999999999909,15.203383848169546,-0.001066435688340639
Khachmaz district,2019,274.0,1345.0,1518.1,173.0999999999999,26.724373814873594,0.007257566595225473
Guba district,2019,107.0,477.0,537.0,60.0,5.320673380070544,0.0073932023672460545
Gusar district,2019,166.0,898.0,799.0,-99.0,19.5491502465534,0.0035130215951439947
Siyazan district,2019,109.0,387.0,475.0,88.0,42.07334865050162,0.0016422308118539952
Shabran district,2019,110.0,353.0,552.7,199.70000000000005,16.97735864384502,0.02984271805362737
Lankaran-Astara economic region,2019,226.0,1357.0,1228.5,-128.5,23.93543814671798,-0.00277863079268148
Astara district,2019,148.0,1149.0,829.3,-319.70000000000005,31.60380383223935,-0.01648755376527966
Jalilabad district,2019,222.0,537.0,958.6999999999999,421.69999999999993,44.13828381151772,-0.0026588811038045224
Lerik district,2019,127.0,996.0,660.1,-335.9,44.3424468267112,0.011132915565281953
Lankaran district,2019,244.0,1474.0,1263.6,-210.4000000000001,36.08587181886474,-0.006406527356614067
Masalli district,2019,272.0,1474.0,1577.8000000000002,103.80000000000018,20.765737876733816,0.011405282369842507
Yardimli district,2019,127.0,1286.0,606.1999999999999,-679.8000000000001,53.34955278733548,-0.03612610498710078
Central Aran economic region,2019,160.0,0.0,742.0999999999999,742.0999999999999,12.51697756140544,
Mingachevir city,2019,57.0,752.0,318.1,-433.9,66.14969505445283,-0.0346435189922778
Agdash district,2019,225.0,713.0,1352.1,639.0999999999999,51.60195883682229,0.03710886808732239
Goychay district,2019,798.0,1210.0,2971.9,1761.9,160.30795900707642,0.025369431220553018
Kurdamir district,2019,125.0,295.0,611.5999999999999,316.5999999999999,24.454149643416528,0.038166068293221
Ujar district,2019,92.0,369.0,493.5,124.5,12.095285193538988,0.030863627283703732
Yevlakh district,2019,144.0,513.0,716.4,203.39999999999998,28.11863067975302,-0.0029642431799716817
Zardab district,2019,228.0,884.0,1184.0,300.0,91.63430944066019,-0.025827985492637096
Mil-Mughan economic region,2019,180.0,0.0,910.7,910.7,25.109791643174507,
Beylagan district,2019,260.0,433.0,1293.8000000000002,860.8000000000002,73.37828875675397,0.047012144496292096
Imishli district,2019,94.0,604.0,473.49999999999994,-130.50000000000006,10.713826059843408,-0.01278926641688638
Saatli district,2019,190.0,297.0,1010.1999999999999,713.1999999999999,58.60385739394017,0.06017743419125421
Sabirabad district,2019,153.0,433.0,775.4,342.4,30.351100068404747,0.027394605319649212
Shaki-Zagatala economic region,2019,153.0,594.0,800.8,206.79999999999995,16.324079750789778,0.011554221884615412
Balakan district,2019,126.0,594.0,765.6,171.60000000000002,35.52995878149161,-0.004380634183945853
Gakh district,2019,91.0,461.0,459.2,-1.8000000000000114,2.740398257315103,-0.0033247854398426036
Gabala district,2019,104.0,271.0,503.29999999999995,232.29999999999995,23.183764543442837,0.027538803897294573
Oghuz district,2019,99.0,426.0,469.9,43.89999999999998,7.0063622743075875,0.006820811732949128
Shaki district,2019,310.0,1282.0,1579.5,297.5,29.54753692621091,0.016883337330774406
Zagatala district,2019,134.0,644.0,670.7,26.700000000000045,6.493127637875228,-0.0017410141329666784
Eastern Zangazur economic region,2019,163.0,0.0,853.5999999999999,853.5999999999999,43.712305373037026,
Jabrayil district,2019,168.0,0.0,874.9000000000001,874.9000000000001,21.65430576890733,
Kalbajar district,2019,,0.0,0.0,0.0,,
Gubadli district,2019,,0.0,25.0,25.0,11.950339160902757,
Lachin district,2019,20.0,0.0,39.5,39.5,27.440896081902604,
Zangilan district,2019,151.0,0.0,624.4999999999999,624.4999999999999,65.12553262738048,
Shirvan-Salyan economic region,2019,362.0,0.0,1951.9,1951.9,70.71770383972911,
Shirvan city,2019,58.0,249.0,282.4,33.39999999999998,43.45580380177049,-0.03991315615636204
Bilasuvar district,2019,510.0,500.0,2868.7,2368.7,193.16239464896304,0.070315914610523
Hajigabul district,2019,105.0,1159.0,710.3,-448.70000000000005,57.04050032683998,0.002490501967909786
Neftchala district,2019,109.0,420.0,489.0,69.0,17.389258303557,0.005195559799163085
Salyan district,2019,191.0,223.0,1041.3,818.3,65.91491097718661,0.05846867002797751
Republic of Azerbaijan,2020,210.9,876.0,1041.1,165.0999999999999,17.403722219727864,0.007795015876115308
Baku city,2020,99.1,554.0,515.5,-38.5,84.00426738211458,-0.003411566427565571
Nakhchivan Autonomous Republic,2020,141.5,441.0,719.1,278.1,21.799889891358678,0.020375981353123906
Nakhchivan city,2020,101.2,0.0,528.1,528.1,17.019198117865702,
Babak district,2020,122.9,348.0,617.8,269.79999999999995,23.25972291634033,0.00897917051198105
Julfa district,2020,152.9,774.0,775.5999999999999,1.599999999999909,62.68322187274539,-0.008079615869752033
Kangarli district,2020,145.5,91.0,753.0,662.0,23.44216848241422,
Ordubad district,2020,85.5,268.0,460.1,192.10000000000002,14.496565685246512,0.038108238179025644
Sadarak district,2020,97.2,728.0,494.29999999999995,-233.70000000000005,20.464684586315794,-0.022721805475765744
Shahbuz district,2020,134.2,447.0,693.8,246.79999999999995,60.32643747123656,0.07510059492203958
Sharur district,2020,190.8,559.0,941.0,382.0,35.31752756951127,0.02178663200781683
Absheron-Khizi economic region,2020,108.6,440.0,568.0,128.0,24.645449649089322,0.03621920543979029
Sumgayit city,2020,80.2,175.0,403.3,228.3,29.229578217169387,0.04555866865803404
Absheron district,2020,142.9,563.0,711.5999999999999,148.5999999999999,36.42835633030313,0.03527573740476542
Khizi district,2020,90.5,307.0,452.4,145.39999999999998,22.092471994789985,0.021001660224805763
Daghlig Shirvan economic region,2020,92.8,409.0,465.7,56.69999999999999,8.344683936495139,-0.0003181398526803658
Aghsu district,2020,110.5,311.0,551.5,240.5,19.618003691522226,0.03368610446934528
Ismayilli district,2020,93.6,435.0,470.5,35.5,4.5890997980564485,0.010561387680565248
Gobustan district,2020,50.8,151.0,270.6,119.60000000000002,10.145203050089052,0.03011297623823128
Shamakhi district,2020,76.3,682.0,381.29999999999995,-300.70000000000005,29.695402647645594,-0.04097739969392322
Ganja-Dashkasan economic  region,2020,162.3,0.0,791.1,791.1,40.11282723881364,
Ganja city,2020,64.3,252.0,129.3,-122.69999999999999,19.04408419581112,
Naftalan city,2020,88.5,0.0,460.9,460.9,9.578929869035342,
Goranboy district,2020,117.2,248.0,621.8,373.79999999999995,31.46784302947274,0.13071415682130283
Goygol district,2020,121.5,271.0,607.5,336.5,26.130882598226925,0.03767045017872661
Samukh district,2020,306.7,563.0,1429.0,866.0,79.9324443025103,0.03773442626007362
Karabakh economic region,2020,168.7,0.0,822.3,822.3,18.996803558876564,
Khankandi city,2020,,0.0,0.0,0.0,,
Aghjabadi district,2020,110.2,512.0,692.0,180.0,20.875967390584652,0.025910573387462943
Aghdam district,2020,213.0,546.0,1029.3,483.29999999999995,42.587888451455576,0.04845312301712679
Aghdara district,2020,,0.0,0.0,0.0,,
Barda district,2020,229.8,726.0,1103.0,377.0,58.42945703389141,0.019932380785408377
Fuzuli district,2020,87.9,350.0,441.1,91.10000000000002,14.248899652406422,0.06299887045442554
Khojaly district,2020,68.0,121.0,348.0,227.0,10.41107468950618,
Khojavand district,2020,98.0,94.0,487.6,393.6,26.360668468482796,
Shusha district,2020,,0.0,57.4,57.4,15.768899194876662,
Tartar district,2020,129.3,603.0,685.6999999999999,82.69999999999993,17.85476380632659,0.01389837075345901
Gazakh-Tovuz economic region,2020,262.4,0.0,1344.2,1344.2,44.496298109556776,
Aghstafa district,2020,317.5,728.0,1405.5,677.5,88.44183782314924,0.023442961043319777
Gadabay district,2020,129.0,0.0,647.8,647.8,12.064697388534992,
Gazakh district,2020,235.6,1232.0,1180.6,-51.40000000000009,20.05039303528899,-0.001773295177844414
Shamkir district,2020,273.6,1364.0,1362.6,-1.400000000000091,62.32017085705216,0.016796225319891
Tovuz district,2020,220.0,570.0,1409.0,839.0,82.92740626683634,0.05241372948127032
Guba-Khachmaz economic region,2020,229.1,1144.0,1137.9,-6.099999999999909,15.203383848169546,-0.001066435688340639
Khachmaz district,2020,294.1,1345.0,1518.1,173.0999999999999,26.724373814873594,0.007257566595225473
Guba district,2020,107.4,477.0,537.0,60.0,5.320673380070544,0.0073932023672460545
Gusar district,2020,164.0,898.0,799.0,-99.0,19.5491502465534,0.0035130215951439947
Siyazan district,2020,93.0,387.0,475.0,88.0,42.07334865050162,0.0016422308118539952
Shabran district,2020,110.0,353.0,552.7,199.70000000000005,16.97735864384502,0.02984271805362737
Lankaran-Astara economic region,2020,250.7,1357.0,1228.5,-128.5,23.93543814671798,-0.00277863079268148
Astara district,2020,149.1,1149.0,829.3,-319.70000000000005,31.60380383223935,-0.01648755376527966
Jalilabad district,2020,222.2,537.0,958.6999999999999,421.69999999999993,44.13828381151772,-0.0026588811038045224
Lerik district,2020,129.3,996.0,660.1,-335.9,44.3424468267112,0.011132915565281953
Lankaran district,2020,264.1,1474.0,1263.6,-210.4000000000001,36.08587181886474,-0.006406527356614067
Masalli district,2020,316.5,1474.0,1577.8000000000002,103.80000000000018,20.765737876733816,0.011405282369842507
Yardimli district,2020,127.4,1286.0,606.1999999999999,-679.8000000000001,53.34955278733548,-0.03612610498710078
Central Aran economic region,2020,138.4,0.0,742.0999999999999,742.0999999999999,12.51697756140544,
Mingachevir city,2020,66.2,752.0,318.1,-433.9,66.14969505445283,-0.0346435189922778
Agdash district,2020,240.0,713.0,1352.1,639.0999999999999,51.60195883682229,0.03710886808732239
Goychay district,2020,522.5,1210.0,2971.9,1761.9,160.30795900707642,0.025369431220553018
Kurdamir district,2020,115.2,295.0,611.5999999999999,316.5999999999999,24.454149643416528,0.038166068293221
Ujar district,2020,100.2,369.0,493.5,124.5,12.095285193538988,0.030863627283703732
Yevlakh district,2020,144.0,513.0,716.4,203.39999999999998,28.11863067975302,-0.0029642431799716817
Zardab district,2020,228.0,884.0,1184.0,300.0,91.63430944066019,-0.025827985492637096
Mil-Mughan economic region,2020,181.0,0.0,910.7,910.7,25.109791643174507,
Beylagan district,2020,258.1,433.0,1293.8000000000002,860.8000000000002,73.37828875675397,0.047012144496292096
Imishli district,2020,96.0,604.0,473.49999999999994,-130.50000000000006,10.713826059843408,-0.01278926641688638
Saatli district,2020,191.4,297.0,1010.1999999999999,713.1999999999999,58.60385739394017,0.06017743419125421
Sabirabad district,2020,154.0,433.0,775.4,342.4,30.351100068404747,0.027394605319649212
Shaki-Zagatala economic region,2020,164.7,594.0,800.8,206.79999999999995,16.324079750789778,0.011554221884615412
Balakan district,2020,170.0,594.0,765.6,171.60000000000002,35.52995878149161,-0.004380634183945853
Gakh district,2020,91.0,461.0,459.2,-1.8000000000000114,2.740398257315103,-0.0033247854398426036
Gabala district,2020,99.5,271.0,503.29999999999995,232.29999999999995,23.183764543442837,0.027538803897294573
Oghuz district,2020,96.9,426.0,469.9,43.89999999999998,7.0063622743075875,0.006820811732949128
Shaki district,2020,315.5,1282.0,1579.5,297.5,29.54753692621091,0.016883337330774406
Zagatala district,2020,133.8,644.0,670.7,26.700000000000045,6.493127637875228,-0.0017410141329666784
Eastern Zangazur economic region,2020,171.1,0.0,853.5999999999999,853.5999999999999,43.712305373037026,
Jabrayil district,2020,177.5,0.0,874.9000000000001,874.9000000000001,21.65430576890733,
Kalbajar district,2020,,0.0,0.0,0.0,,
Gubadli district,2020,,0.0,25.0,25.0,11.950339160902757,
Lachin district,2020,19.5,0.0,39.5,39.5,27.440896081902604,
Zangilan district,2020,145.2,0.0,624.4999999999999,624.4999999999999,65.12553262738048,
Shirvan-Salyan economic region,2020,449.2,0.0,1951.9,1951.9,70.71770383972911,
Shirvan city,2020,85.0,249.0,282.4,33.39999999999998,43.45580380177049,-0.03991315615636204
Bilasuvar district,2020,679.8,500.0,2868.7,2368.7,193.16239464896304,0.070315914610523
Hajigabul district,2020,141.2,1159.0,710.3,-448.70000000000005,57.04050032683998,0.002490501967909786
Neftchala district,2020,107.3,420.0,489.0,69.0,17.389258303557,0.005195559799163085
Salyan district,2020,211.0,223.0,1041.3,818.3,65.91491097718661,0.05846867002797751
Republic of Azerbaijan,2021,204.3,876.0,1041.1,165.0999999999999,17.403722219727864,0.007795015876115308
Baku city,2021,107.8,554.0,515.5,-38.5,84.00426738211458,-0.003411566427565571
Nakhchivan Autonomous Republic,2021,140.8,441.0,719.1,278.1,21.799889891358678,0.020375981353123906
Nakhchivan city,2021,102.4,0.0,528.1,528.1,17.019198117865702,
Babak district,2021,128.2,348.0,617.8,269.79999999999995,23.25972291634033,0.00897917051198105
Julfa district,2021,143.7,774.0,775.5999999999999,1.599999999999909,62.68322187274539,-0.008079615869752033
Kangarli district,2021,161.0,91.0,753.0,662.0,23.44216848241422,
Ordubad district,2021,93.1,268.0,460.1,192.10000000000002,14.496565685246512,0.038108238179025644
Sadarak district,2021,101.6,728.0,494.29999999999995,-233.70000000000005,20.464684586315794,-0.022721805475765744
Shahbuz district,2021,143.8,447.0,693.8,246.79999999999995,60.32643747123656,0.07510059492203958
Sharur district,2021,180.8,559.0,941.0,382.0,35.31752756951127,0.02178663200781683
Absheron-Khizi economic region,2021,81.4,440.0,568.0,128.0,24.645449649089322,0.03621920543979029
Sumgayit city,2021,80.6,175.0,403.3,228.3,29.229578217169387,0.04555866865803404
Absheron district,2021,73.4,563.0,711.5999999999999,148.5999999999999,36.42835633030313,0.03527573740476542
Khizi district,2021,90.0,307.0,452.4,145.39999999999998,22.092471994789985,0.021001660224805763
Daghlig Shirvan economic region,2021,94.7,409.0,465.7,56.69999999999999,8.344683936495139,-0.0003181398526803658
Aghsu district,2021,112.5,311.0,551.5,240.5,19.618003691522226,0.03368610446934528
Ismayilli district,2021,94.9,435.0,470.5,35.5,4.5890997980564485,0.010561387680565248
Gobustan district,2021,60.0,151.0,270.6,119.60000000000002,10.145203050089052,0.03011297623823128
Shamakhi district,2021,76.5,682.0,381.29999999999995,-300.70000000000005,29.695402647645594,-0.04097739969392322
Ganja-Dashkasan economic  region,2021,166.0,0.0,791.1,791.1,40.11282723881364,
Ganja city,2021,,252.0,129.3,-122.69999999999999,19.04408419581112,
Naftalan city,2021,95.0,0.0,460.9,460.9,9.578929869035342,
Goranboy district,2021,118.1,248.0,621.8,373.79999999999995,31.46784302947274,0.13071415682130283
Goygol district,2021,123.6,271.0,607.5,336.5,26.130882598226925,0.03767045017872661
Samukh district,2021,319.1,563.0,1429.0,866.0,79.9324443025103,0.03773442626007362
Karabakh economic region,2021,166.1,0.0,822.3,822.3,18.996803558876564,
Khankandi city,2021,,0.0,0.0,0.0,,
Aghjabadi district,2021,129.0,512.0,692.0,180.0,20.875967390584652,0.025910573387462943
Aghdam district,2021,200.0,546.0,1029.3,483.29999999999995,42.587888451455576,0.04845312301712679
Aghdara district,2021,,0.0,0.0,0.0,,
Barda district,2021,237.7,726.0,1103.0,377.0,58.42945703389141,0.019932380785408377
Fuzuli district,2021,87.3,350.0,441.1,91.10000000000002,14.248899652406422,0.06299887045442554
Khojaly district,2021,70.0,121.0,348.0,227.0,10.41107468950618,
Khojavand district,2021,98.7,94.0,487.6,393.6,26.360668468482796,
Shusha district,2021,,0.0,57.4,57.4,15.768899194876662,
Tartar district,2021,133.1,603.0,685.6999999999999,82.69999999999993,17.85476380632659,0.01389837075345901
Gazakh-Tovuz economic region,2021,286.5,0.0,1344.2,1344.2,44.496298109556776,
Aghstafa district,2021,239.2,728.0,1405.5,677.5,88.44183782314924,0.023442961043319777
Gadabay district,2021,129.0,0.0,647.8,647.8,12.064697388534992,
Gazakh district,2021,236.0,1232.0,1180.6,-51.40000000000009,20.05039303528899,-0.001773295177844414
Shamkir district,2021,302.9,1364.0,1362.6,-1.400000000000091,62.32017085705216,0.016796225319891
Tovuz district,2021,295.0,570.0,1409.0,839.0,82.92740626683634,0.05241372948127032
Guba-Khachmaz economic region,2021,227.8,1144.0,1137.9,-6.099999999999909,15.203383848169546,-0.001066435688340639
Khachmaz district,2021,302.4,1345.0,1518.1,173.0999999999999,26.724373814873594,0.007257566595225473
Guba district,2021,107.4,477.0,537.0,60.0,5.320673380070544,0.0073932023672460545
Gusar district,2021,142.8,898.0,799.0,-99.0,19.5491502465534,0.0035130215951439947
Siyazan district,2021,100.0,387.0,475.0,88.0,42.07334865050162,0.0016422308118539952
Shabran district,2021,109.7,353.0,552.7,199.70000000000005,16.97735864384502,0.02984271805362737
Lankaran-Astara economic region,2021,243.4,1357.0,1228.5,-128.5,23.93543814671798,-0.00277863079268148
Astara district,2021,177.7,1149.0,829.3,-319.70000000000005,31.60380383223935,-0.01648755376527966
Jalilabad district,2021,191.7,537.0,958.6999999999999,421.69999999999993,44.13828381151772,-0.0026588811038045224
Lerik district,2021,130.9,996.0,660.1,-335.9,44.3424468267112,0.011132915565281953
Lankaran district,2021,238.6,1474.0,1263.6,-210.4000000000001,36.08587181886474,-0.006406527356614067
Masalli district,2021,331.2,1474.0,1577.8000000000002,103.80000000000018,20.765737876733816,0.011405282369842507
Yardimli district,2021,127.0,1286.0,606.1999999999999,-679.8000000000001,53.34955278733548,-0.03612610498710078
Central Aran economic region,2021,142.2,0.0,742.0999999999999,742.0999999999999,12.51697756140544,
Mingachevir city,2021,68.6,752.0,318.1,-433.9,66.14969505445283,-0.0346435189922778
Agdash district,2021,258.4,713.0,1352.1,639.0999999999999,51.60195883682229,0.03710886808732239
Goychay district,2021,598.0,1210.0,2971.9,1761.9,160.30795900707642,0.025369431220553018
Kurdamir district,2021,121.1,295.0,611.5999999999999,316.5999999999999,24.454149643416528,0.038166068293221
Ujar district,2021,100.3,369.0,493.5,124.5,12.095285193538988,0.030863627283703732
